reporting_date,state,industry,turnover_millions
1/11/2023,Queensland ,"Hardware, building and garden supplies retailing ",470.3
1/11/2023,Queensland ,Household goods retailing ,1340.7
1/11/2023,Queensland ,Clothing retailing ,426.3
1/11/2023,Queensland ,Footwear and other personal accessory retailing ,206.6
1/11/2023,Queensland ,"Clothing, footwear and personal accessory retailing ",632.9
1/11/2023,Queensland ,Department stores ,506.0
1/11/2023,Queensland ,Newspaper and book retailing ,49.7
1/11/2023,Queensland ,Other recreational goods retailing ,170.2
1/11/2023,Queensland ,"Pharmaceutical, cosmetic and toiletry goods retailing ",441.6
1/11/2023,Queensland ,Other retailing n.e.c. ,553.9
1/11/2023,Queensland ,Other retailing ,1215.5
1/11/2023,Queensland ,"Cafes, restaurants and catering services ",653.7
1/11/2023,Queensland ,Takeaway food services ,462.3
1/11/2023,Queensland ,"Cafes, restaurants and takeaway food services ",1116.1
1/11/2023,South Australia ,Supermarket and grocery stores ,864.1
1/11/2023,South Australia ,Food retailing ,1006.8
1/11/2023,South Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",113.0
1/11/2023,South Australia ,Electrical and electronic goods retailing ,170.4
1/11/2023,South Australia ,"Hardware, building and garden supplies retailing ",161.6
1/11/2023,South Australia ,Household goods retailing ,445.0
1/11/2023,South Australia ,Clothing retailing ,103.2
1/11/2023,South Australia ,Footwear and other personal accessory retailing ,77.3
1/11/2023,South Australia ,"Clothing, footwear and personal accessory retailing ",180.5
1/11/2023,South Australia ,Department stores ,170.1
1/11/2023,South Australia ,Newspaper and book retailing ,10.5
1/11/2023,South Australia ,Other recreational goods retailing ,45.0
1/11/2023,South Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",174.3
1/11/2023,South Australia ,Other retailing n.e.c. ,190.9
1/11/2023,South Australia ,Other retailing ,420.6
1/11/2023,South Australia ,"Cafes, restaurants and catering services ",138.3
1/11/2023,South Australia ,Takeaway food services ,128.8
1/11/2023,South Australia ,"Cafes, restaurants and takeaway food services ",267.1
1/11/2023,Western Australia ,Supermarket and grocery stores ,1286.6
1/11/2023,Western Australia ,Liquor retailing ,184.6
1/11/2023,Western Australia ,Other specialised food retailing ,139.8
1/11/2023,Western Australia ,Food retailing ,1611.0
1/11/2023,Western Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",205.3
1/11/2023,Western Australia ,Electrical and electronic goods retailing ,302.8
1/11/2023,Western Australia ,"Hardware, building and garden supplies retailing ",263.3
1/11/2023,Western Australia ,Household goods retailing ,771.3
1/11/2023,Western Australia ,Clothing retailing ,163.8
1/11/2023,Western Australia ,Footwear and other personal accessory retailing ,112.1
1/11/2023,Western Australia ,"Clothing, footwear and personal accessory retailing ",275.9
1/11/2023,Western Australia ,Department stores ,276.7
1/11/2023,Western Australia ,Newspaper and book retailing ,19.3
1/11/2023,Western Australia ,Other recreational goods retailing ,88.7
1/11/2023,Western Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",265.3
1/11/2023,Western Australia ,Other retailing n.e.c. ,317.4
1/11/2023,Western Australia ,Other retailing ,690.7
1/11/2023,Western Australia ,"Cafes, restaurants and catering services ",427.9
1/11/2023,Western Australia ,Takeaway food services ,298.2
1/11/2023,Western Australia ,"Cafes, restaurants and takeaway food services ",726.0
1/11/2023,Tasmania ,Supermarket and grocery stores ,277.0
1/11/2023,Tasmania ,Liquor retailing ,43.0
1/11/2023,Tasmania ,Other specialised food retailing ,15.8
1/11/2023,Tasmania ,Food retailing ,335.8
1/11/2023,Tasmania ,"Furniture, floor coverings, houseware and textile goods retailing ",35.6
1/11/2023,Tasmania ,Electrical and electronic goods retailing ,41.4
1/11/2023,Tasmania ,"Hardware, building and garden supplies retailing ",57.5
1/11/2023,Tasmania ,Household goods retailing ,134.5
1/11/2023,Tasmania ,Clothing retailing ,29.6
1/11/2023,Tasmania ,Newspaper and book retailing ,4.7
1/11/2023,Tasmania ,Other recreational goods retailing ,16.0
1/11/2023,Tasmania ,"Pharmaceutical, cosmetic and toiletry goods retailing ",29.6
1/11/2023,Tasmania ,Other retailing n.e.c. ,59.1
1/11/2023,Tasmania ,Other retailing ,109.3
1/11/2023,Tasmania ,"Cafes, restaurants and catering services ",57.4
1/11/2023,Tasmania ,Takeaway food services ,38.3
1/11/2023,Tasmania ,"Cafes, restaurants and takeaway food services ",95.7
1/11/2023,Northern Territory ,Supermarket and grocery stores ,132.5
1/11/2023,Northern Territory ,Food retailing ,147.9
1/11/2023,Northern Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",11.2
1/11/2023,Northern Territory ,Electrical and electronic goods retailing ,21.1
1/11/2023,Northern Territory ,"Hardware, building and garden supplies retailing ",21.8
1/11/2023,Northern Territory ,Household goods retailing ,54.1
1/11/2023,Northern Territory ,Clothing retailing ,12.5
1/11/2023,Northern Territory ,Newspaper and book retailing ,1.3
1/11/2023,Northern Territory ,Other recreational goods retailing ,7.1
1/11/2023,Northern Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",13.9
1/11/2023,Northern Territory ,Other retailing n.e.c. ,25.0
1/11/2023,Northern Territory ,Other retailing ,47.3
1/11/2023,Northern Territory ,"Cafes, restaurants and catering services ",27.9
1/11/2023,Northern Territory ,Takeaway food services ,21.7
1/11/2023,Northern Territory ,"Cafes, restaurants and takeaway food services ",49.6
1/11/2023,Australian Capital Territory ,Supermarket and grocery stores ,237.1
1/11/2023,Australian Capital Territory ,Liquor retailing ,25.0
1/11/2023,Australian Capital Territory ,Other specialised food retailing ,13.0
1/11/2023,Australian Capital Territory ,Food retailing ,275.2
1/11/2023,Australian Capital Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",39.6
1/11/2023,Australian Capital Territory ,Electrical and electronic goods retailing ,56.6
1/11/2023,Australian Capital Territory ,"Hardware, building and garden supplies retailing ",49.6
1/11/2023,Australian Capital Territory ,Household goods retailing ,145.8
1/11/2023,Australian Capital Territory ,Clothing retailing ,33.9
1/11/2023,Australian Capital Territory ,Footwear and other personal accessory retailing ,20.7
1/11/2023,Australian Capital Territory ,"Clothing, footwear and personal accessory retailing ",54.7
1/11/2023,Australian Capital Territory ,Department stores ,45.2
1/11/2023,Australian Capital Territory ,Newspaper and book retailing ,2.1
1/11/2023,Australian Capital Territory ,Other recreational goods retailing ,10.1
1/11/2023,Australian Capital Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",35.5
1/11/2023,Australian Capital Territory ,Other retailing n.e.c. ,51.6
1/11/2023,Australian Capital Territory ,Other retailing ,99.2
1/11/2023,Australian Capital Territory ,"Cafes, restaurants and catering services ",66.1
1/11/2023,Australian Capital Territory ,Takeaway food services ,45.1
1/11/2023,Australian Capital Territory ,"Cafes, restaurants and takeaway food services ",111.1
1/12/2023,New South Wales ,Supermarket and grocery stores ,3988.9
1/12/2023,New South Wales ,Liquor retailing ,725.6
1/12/2023,New South Wales ,Other specialised food retailing ,392.0
1/12/2023,New South Wales ,Food retailing ,5106.5
1/12/2023,New South Wales ,"Furniture, floor coverings, houseware and textile goods retailing ",627.6
1/12/2023,New South Wales ,Electrical and electronic goods retailing ,876.7
1/12/2023,New South Wales ,"Hardware, building and garden supplies retailing ",702.2
1/12/2023,New South Wales ,Household goods retailing ,2206.5
1/12/2023,New South Wales ,Clothing retailing ,1093.3
1/12/2023,New South Wales ,Footwear and other personal accessory retailing ,554.2
1/12/2023,New South Wales ,"Clothing, footwear and personal accessory retailing ",1647.5
1/12/2023,New South Wales ,Department stores ,1000.3
1/12/2023,New South Wales ,Newspaper and book retailing ,53.2
1/12/2023,New South Wales ,Other recreational goods retailing ,258.1
1/12/2023,New South Wales ,"Pharmaceutical, cosmetic and toiletry goods retailing ",698.3
1/12/2023,New South Wales ,Other retailing n.e.c. ,1056.8
1/12/2023,New South Wales ,Other retailing ,2066.4
1/12/2023,New South Wales ,"Cafes, restaurants and catering services ",1132.3
1/12/2023,New South Wales ,Takeaway food services ,625.0
1/12/2023,New South Wales ,"Cafes, restaurants and takeaway food services ",1757.2
1/12/2023,Victoria ,Supermarket and grocery stores ,3272.1
1/12/2023,Victoria ,Liquor retailing ,577.9
1/12/2023,Victoria ,Other specialised food retailing ,266.0
1/12/2023,Victoria ,Food retailing ,4115.9
1/12/2023,Victoria ,"Furniture, floor coverings, houseware and textile goods retailing ",517.2
1/12/2023,Victoria ,Electrical and electronic goods retailing ,812.9
1/12/2023,Victoria ,"Hardware, building and garden supplies retailing ",605.0
1/12/2023,Victoria ,Household goods retailing ,1935.1
1/12/2023,Victoria ,Clothing retailing ,829.4
1/12/2023,Victoria ,Footwear and other personal accessory retailing ,411.5
1/12/2023,Victoria ,"Clothing, footwear and personal accessory retailing ",1240.9
1/12/2023,Victoria ,Department stores ,767.8
1/12/2023,Victoria ,Newspaper and book retailing ,74.3
1/12/2023,Victoria ,Other recreational goods retailing ,279.7
1/12/2023,Victoria ,"Pharmaceutical, cosmetic and toiletry goods retailing ",872.8
1/12/2023,Victoria ,Other retailing n.e.c. ,739.4
1/12/2023,Victoria ,Other retailing ,1966.3
1/12/2023,Victoria ,"Cafes, restaurants and catering services ",1005.0
1/12/2023,Victoria ,Takeaway food services ,503.8
1/12/2023,Victoria ,"Cafes, restaurants and takeaway food services ",1508.8
1/12/2023,Queensland ,Supermarket and grocery stores ,2801.9
1/12/2023,Queensland ,Food retailing ,3535.9
1/12/2023,Queensland ,"Furniture, floor coverings, houseware and textile goods retailing ",326.6
1/12/2023,Queensland ,Electrical and electronic goods retailing ,564.5
1/12/2023,Queensland ,"Hardware, building and garden supplies retailing ",491.0
1/12/2023,Queensland ,Household goods retailing ,1382.1
1/12/2023,Queensland ,Clothing retailing ,525.4
1/12/2023,Queensland ,Footwear and other personal accessory retailing ,284.3
1/12/2023,Queensland ,"Clothing, footwear and personal accessory retailing ",809.7
1/12/2023,Queensland ,Department stores ,680.4
1/12/2023,Queensland ,Newspaper and book retailing ,66.0
1/12/2023,Queensland ,Other recreational goods retailing ,263.0
1/12/2023,Queensland ,"Pharmaceutical, cosmetic and toiletry goods retailing ",496.5
1/12/2023,Queensland ,Other retailing n.e.c. ,540.1
1/12/2023,Queensland ,Other retailing ,1365.7
1/12/2023,Queensland ,"Cafes, restaurants and catering services ",748.9
1/12/2023,Queensland ,Takeaway food services ,518.1
1/12/2023,Queensland ,"Cafes, restaurants and takeaway food services ",1267.0
1/12/2023,South Australia ,Supermarket and grocery stores ,954.8
1/12/2023,South Australia ,Food retailing ,1159.3
1/12/2023,South Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",107.8
1/12/2023,South Australia ,Electrical and electronic goods retailing ,173.7
1/12/2023,South Australia ,"Hardware, building and garden supplies retailing ",165.7
1/12/2023,South Australia ,Household goods retailing ,447.2
1/12/2023,South Australia ,Clothing retailing ,132.0
1/12/2023,South Australia ,Footwear and other personal accessory retailing ,107.9
1/12/2023,South Australia ,"Clothing, footwear and personal accessory retailing ",239.9
1/12/2023,South Australia ,Department stores ,224.4
1/12/2023,South Australia ,Newspaper and book retailing ,14.0
1/12/2023,South Australia ,Other recreational goods retailing ,66.3
1/12/2023,South Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",204.4
1/12/2023,South Australia ,Other retailing n.e.c. ,199.9
1/12/2023,South Australia ,Other retailing ,484.6
1/12/2023,South Australia ,"Cafes, restaurants and catering services ",141.5
1/12/2023,South Australia ,Takeaway food services ,136.5
1/12/2023,South Australia ,"Cafes, restaurants and takeaway food services ",278.0
1/12/2023,Western Australia ,Supermarket and grocery stores ,1424.2
1/12/2023,Western Australia ,Liquor retailing ,272.8
1/12/2023,Western Australia ,Other specialised food retailing ,158.7
1/12/2023,Western Australia ,Food retailing ,1855.7
1/12/2023,Western Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",200.7
1/12/2023,Western Australia ,Electrical and electronic goods retailing ,309.2
1/12/2023,Western Australia ,"Hardware, building and garden supplies retailing ",270.4
1/12/2023,Western Australia ,Household goods retailing ,780.3
1/12/2023,Western Australia ,Clothing retailing ,207.2
1/12/2023,Western Australia ,Footwear and other personal accessory retailing ,158.3
1/12/2023,Western Australia ,"Clothing, footwear and personal accessory retailing ",365.5
1/12/2023,Western Australia ,Department stores ,370.3
1/12/2023,Western Australia ,Newspaper and book retailing ,27.0
1/12/2023,Western Australia ,Other recreational goods retailing ,126.2
1/12/2023,Western Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",300.3
1/12/2023,Western Australia ,Other retailing n.e.c. ,319.3
1/12/2023,Western Australia ,Other retailing ,772.9
1/12/2023,Western Australia ,"Cafes, restaurants and catering services ",430.2
1/12/2023,Western Australia ,Takeaway food services ,326.1
1/12/2023,Western Australia ,"Cafes, restaurants and takeaway food services ",756.3
1/12/2023,Tasmania ,Supermarket and grocery stores ,314.0
1/12/2023,Tasmania ,Liquor retailing ,62.3
1/12/2023,Tasmania ,Other specialised food retailing ,20.1
1/12/2023,Tasmania ,Food retailing ,396.4
1/12/2023,Tasmania ,"Furniture, floor coverings, houseware and textile goods retailing ",34.4
1/12/2023,Tasmania ,Electrical and electronic goods retailing ,45.6
1/12/2023,Tasmania ,"Hardware, building and garden supplies retailing ",58.0
1/12/2023,Tasmania ,Household goods retailing ,138.0
1/12/2023,Tasmania ,Clothing retailing ,38.0
1/12/2023,Tasmania ,Newspaper and book retailing ,6.2
1/12/2023,Tasmania ,Other recreational goods retailing ,24.0
1/12/2023,Tasmania ,"Pharmaceutical, cosmetic and toiletry goods retailing ",37.0
1/12/2023,Tasmania ,Other retailing n.e.c. ,68.2
1/12/2023,Tasmania ,Other retailing ,135.4
1/12/2023,Tasmania ,"Cafes, restaurants and catering services ",66.3
1/12/2023,Tasmania ,Takeaway food services ,41.1
1/12/2023,Tasmania ,"Cafes, restaurants and takeaway food services ",107.4
1/12/2023,Northern Territory ,Supermarket and grocery stores ,139.4
1/12/2023,Northern Territory ,Food retailing ,158.9
1/12/2023,Northern Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",10.8
1/12/2023,Northern Territory ,Electrical and electronic goods retailing ,22.3
1/12/2023,Northern Territory ,"Hardware, building and garden supplies retailing ",20.7
1/12/2023,Northern Territory ,Household goods retailing ,53.8
1/12/2023,Northern Territory ,Clothing retailing ,14.1
